Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2022-05-25,2,11000,1200,2 out of 2,1,"Troop Bazaar, Koti",Hyderabad,1,Bachelors/Family,2
2022-05-16,2,10000,1400,2 out of 4,1,"Ramachandra Puram, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-02,3,55000,2000,Ground out of 12,2,Gachibowli,Hyderabad,2,Family,3
2022-07-02,2,10000,1070,2 out of 5,2,HMT Swarnapuri Colony,Hyderabad,1,Family,2
2022-05-16,2,25000,1450,3 out of 3,2,Camelot Layout,Hyderabad,1,Family,2
2022-05-16,2,27000,1230,1 out of 6,1,Puppalaguda,Hyderabad,2,Bachelors/Family,2
2022-06-22,2,12000,1000,Ground out of 2,1,LIG Colony,Hyderabad,2,Bachelors,3
2022-05-25,2,16000,1200,1 out of 2,1,Chintalakunta,Hyderabad,1,Bachelors/Family,2
2022-05-12,2,8000,150,Ground out of 1,1,Osman Nagar,Hyderabad,1,Bachelors/Family,2
2022-06-22,2,14000,850,4 out of 6,1,Serilingampally,Hyderabad,2,Family,2
2022-06-10,2,10000,1300,Ground out of 1,1,Nagaram,Hyderabad,1,Bachelors/Family,2
2022-07-10,4,150000,4761,14 out of 18,1,"Kukatpally, NH 9",Hyderabad,2,Family,5
2022-06-22,2,16000,1250,1 out of 5,1,"Pragathi Nagar, Kukatpally",Hyderabad,2,Bachelors/Family,2
2022-05-25,1,6000,100,2 out of 3,1,Borabanda,Hyderabad,1,Bachelors/Family,1
2022-06-24,3,26000,1550,4 out of 5,2,"LB Nagar, NH 9",Hyderabad,1,Bachelors,2
2022-07-03,2,13000,1300,2 out of 2,2,Sainikpuri,Hyderabad,1,Bachelors/Family,2
2022-06-13,3,28000,1600,5 out of 20,2,Bandlaguda Jagir,Hyderabad,2,Bachelors,2
2022-06-22,2,8500,1200,Ground out of 2,1,Medipally,Hyderabad,1,Bachelors/Family,3
2022-06-22,2,12500,1200,2 out of 5,1,Kompally,Hyderabad,2,Bachelors/Family,2
2022-06-22,3,25000,1970,5 out of 9,1,Kompally,Hyderabad,2,Bachelors/Family,3
2022-06-28,2,10000,650,4 out of 4,2,Namalagundu,Hyderabad,1,Bachelors,2
2022-06-19,2,12000,1000,4 out of 5,1,Secunderabad,Hyderabad,1,Bachelors/Family,3
2022-06-28,3,15000,1500,1 out of 1,1,Old Bowenpally,Hyderabad,1,Bachelors/Family,3
2022-05-02,2,6000,1250,Ground out of 1,1,"Ambedkar Nagar-Boduppal, Secunderabad",Hyderabad,1,Family,2
2022-07-06,3,30000,1940,1 out of 5,2,"Hyder Nagar, NH 9",Hyderabad,2,Bachelors,3
2022-06-27,2,18000,700,7 out of 8,2,Rajendra Mandal,Hyderabad,1,Bachelors/Family,2
2022-06-02,2,8500,700,2 out of 3,1,Budwel,Hyderabad,2,Bachelors/Family,1
2022-05-25,2,7500,100,1 out of 3,1,Amberpet,Hyderabad,1,Bachelors/Family,2
2022-05-20,1,12000,300,2 out of 3,1,Gachibowli,Hyderabad,2,Bachelors/Family,1
2022-06-18,2,15000,980,3 out of 5,1,Langar Houz,Hyderabad,2,Bachelors/Family,2
2022-05-06,2,15500,800,2 out of 2,1,Prakash Nagar,Hyderabad,2,Bachelors/Family,2
2022-05-25,3,20000,1250,2 out of 6,1,Qutub Shahi Tombs,Hyderabad,1,Bachelors/Family,2
2022-07-06,2,11000,1000,Ground out of 1,2,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,2,Family,2
2022-06-14,2,15000,1000,Ground out of 4,1,Mehdipatnam,Hyderabad,1,Bachelors/Family,2
2022-06-23,3,17000,1800,Ground out of 1,2,Bandlaguda Jagir,Hyderabad,1,Bachelors/Family,3
2022-06-06,3,20000,2000,1 out of 3,2,Srisailam Highway,Hyderabad,2,Bachelors/Family,3
2022-07-08,3,20000,1500,1 out of 6,1,Peeramcheru,Hyderabad,2,Bachelors/Family,3
2022-07-08,2,12000,1050,3 out of 4,1,"Uppal, NH 2 2",Hyderabad,1,Bachelors/Family,3
2022-06-18,2,25000,1100,1 out of 7,1,"Upparpally, Hyderabad Expressway",Hyderabad,2,Bachelors/Family,2
2022-07-08,2,11500,1000,2 out of 3,2,Attapur,Hyderabad,2,Bachelors/Family,2
2022-05-27,2,6500,700,2 out of 3,1,Meerpet,Hyderabad,1,Bachelors/Family,2
2022-05-21,1,10000,750,1 out of 2,1,"Mallampet, Outer Ring Road",Hyderabad,1,Bachelors/Family,1
2022-06-29,1,6000,450,2 out of 6,1,Sainikpuri,Hyderabad,1,Bachelors/Family,1
2022-05-20,3,14000,1000,1 out of 2,1,"Malakpet, NH 9",Hyderabad,1,Bachelors/Family,2
2022-07-06,3,34000,1500,2 out of 14,2,Gachibowli,Hyderabad,2,Family,3
2022-05-15,2,15000,1550,Ground out of 13,1,"LB Nagar, NH 9",Hyderabad,2,Family,2
2022-05-07,2,20000,1450,2 out of 3,1,"LB Nagar, NH 9",Hyderabad,2,Bachelors/Family,2
2022-07-05,2,9500,650,3 out of 5,2,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,1,Bachelors/Family,2
2022-05-23,2,10000,650,3 out of 5,2,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-06,3,30000,1500,5 out of 5,2,Kondapur,Hyderabad,2,Bachelors/Family,3
2022-06-14,2,13000,900,2 out of 3,1,Puppalaguda,Hyderabad,2,Bachelors/Family,2
2022-07-06,3,45000,1645,8 out of 19,2,"Kokapet, Outer Ring Road",Hyderabad,2,Bachelors/Family,3
2022-05-06,2,8000,600,4 out of 7,1,"Alijapur, Qutub Shahi Tombs",Hyderabad,1,Bachelors/Family,2
2022-07-08,2,25000,1250,Ground out of 6,1,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
2022-07-01,2,12000,1300,1 out of 2,2,Sai Nagar-Uppal,Hyderabad,2,Bachelors,2
2022-05-23,2,19000,1000,1 out of 3,2,"Manikonda, Outer Ring Road",Hyderabad,2,Family,2
2022-07-08,3,22000,1500,4 out of 6,1,"Indra Nagar, Moti Nagar",Hyderabad,2,Bachelors/Family,3
2022-07-08,2,15000,1150,4 out of 5,1,Suchitra Circle,Hyderabad,2,Bachelors/Family,2
2022-06-14,2,15000,110,2 out of 3,1,Mehdipatnam,Hyderabad,2,Bachelors/Family,2
2022-07-04,2,10000,103,Ground out of 1,1,Sainikpuri,Hyderabad,1,Bachelors/Family,2
2022-06-25,2,10000,1050,4 out of 5,2,"Hayathnagar, NH 9",Hyderabad,1,Bachelors,2
2022-06-14,2,7000,60,1 out of 6,1,"Model Town Colony, Nawab Saheb Kunta",Hyderabad,1,Bachelors/Family,2
2022-05-21,2,15000,1170,2 out of 4,1,"Sitaphalmandi, Padmarao Nagar",Hyderabad,1,Bachelors/Family,2
2022-06-20,2,9500,167,Ground out of 1,1,"Hari Hara Puram, B N Reddy Nagar",Hyderabad,1,Bachelors/Family,2
2022-05-25,1,6500,500,2 out of 2,1,in Bandlaguda Jagir,Hyderabad,2,Bachelors/Family,1
2022-05-07,1,10000,600,Ground out of 4,1,Jubilee Hills,Hyderabad,1,Bachelors/Family,1
2022-06-22,1,8000,600,1 out of 4,1,"Pragathi Nagar, Kukatpally",Hyderabad,1,Bachelors/Family,1
2022-05-12,1,3300,200,Ground out of 2,1,Moula Ali,Hyderabad,1,Bachelors/Family,1
2022-06-10,2,12000,600,1 out of 2,1,"Upparpally, Hyderabad Expressway",Hyderabad,1,Bachelors/Family,1
2022-06-18,2,20000,900,2 out of 4,1,"Himayath Nagar, NH 7",Hyderabad,2,Bachelors/Family,2
2022-07-08,2,12000,800,Ground out of 6,1,Bandlaguda Jagir,Hyderabad,1,Bachelors/Family,2
2022-05-31,3,20000,1000,2 out of 4,2,Opposite andhra mahila sabha,Hyderabad,2,Bachelors/Family,2
2022-06-14,3,70000,3200,11 out of 15,2,"Financial District, Nanakram Guda",Hyderabad,2,Family,3
2022-05-05,2,10000,1400,Ground out of 1,1,Bheeram guda,Hyderabad,2,Bachelors/Family,2
2022-05-06,1,8500,550,Ground out of 2,1,"Kukatpally, NH 9",Hyderabad,1,Bachelors/Family,1
2022-06-08,1,8000,540,4 out of 4,2,"Sanath Nagar, NH 9",Hyderabad,1,Family,1
2022-06-14,1,8000,400,Ground out of 3,1,Nagole,Hyderabad,1,Bachelors/Family,1
2022-05-19,2,13000,1225,2 out of 4,1,"Sun City, Bandlaguda, Chevella Road",Hyderabad,1,Bachelors,2
2022-06-29,3,15500,1430,1 out of 1,2,Dr A.S. Rao Nagar,Hyderabad,2,Bachelors/Family,2
2022-07-08,2,30000,1200,2 out of 25,1,Nanakaramguda,Hyderabad,2,Bachelors/Family,2
2022-06-18,2,10000,1197,Ground out of 2,1,Dammaiguda,Hyderabad,1,Bachelors/Family,2
2022-07-06,2,18000,1150,2 out of 5,2,Kondapur,Hyderabad,2,Bachelors,2
2022-05-06,1,12000,500,4 out of 5,1,Kondapur,Hyderabad,2,Bachelors/Family,1
2022-05-25,2,9000,1200,Ground out of 2,2,"Gandhamguda, Bairagiguda",Hyderabad,2,Bachelors/Family,2
2022-06-10,1,6000,500,2 out of 4,1,Gajularamaram,Hyderabad,2,Bachelors/Family,2
2022-05-29,3,32000,1600,3 out of 6,1,Raj Bhawan Road,Hyderabad,2,Bachelors/Family,3
2022-07-06,2,36000,1100,1 out of 5,1,Madhapur,Hyderabad,2,Bachelors/Family,2
2022-07-02,2,17000,1220,1 out of 6,1,Masab Tank,Hyderabad,2,Bachelors/Family,2
2022-06-02,3,20000,1500,2 out of 5,1,"Habsiguda, NH 2 2",Hyderabad,2,Bachelors/Family,3
2022-06-18,1,9000,500,4 out of 4,1,KPHB Road,Hyderabad,1,Bachelors/Family,1
2022-06-24,2,9500,850,2 out of 3,1,Dellapur,Hyderabad,1,Bachelors/Family,2
2022-05-20,2,7000,1000,2 out of 3,1,"B N Reddy Nagar, Nagarjuna Sagar Road",Hyderabad,1,Bachelors/Family,2
2022-05-18,3,17000,100,1 out of 1,2,Masab Tank,Hyderabad,1,Bachelors/Family,3
2022-06-14,2,19500,1140,Ground out of 5,1,"Miyapur, NH 9",Hyderabad,2,Bachelors/Family,2
2022-05-25,2,25000,1100,2 out of 3,1,Masab Tank,Hyderabad,2,Bachelors/Family,2
2022-06-06,3,14000,1400,3 out of 4,1,"Bolarum, Medchal Road",Hyderabad,2,Bachelors/Family,2
2022-07-06,2,16000,1350,3 out of 5,1,"Kukatpally, NH 9",Hyderabad,2,Bachelors/Family,2
2022-06-08,2,15000,180,Ground out of 2,2,"Kachiguda, NH 2 2",Hyderabad,1,Bachelors/Family,2
2022-05-16,2,13000,1250,2 out of 6,1,"LB Nagar, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-14,2,12000,1300,2 out of 5,1,Peeramcheru,Hyderabad,1,Bachelors/Family,2
2022-07-09,2,12000,840,2 out of 4,1,Old Nallakunta,Hyderabad,1,Bachelors/Family,2
2022-05-03,2,7500,1200,1 out of 3,1,Dammaiguda,Hyderabad,2,Bachelors/Family,2
2022-05-20,2,13000,700,3 out of 4,1,"Habsiguda, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-05-29,4,52000,2700,11 out of 13,1,Gachibowli,Hyderabad,2,Bachelors/Family,4
2022-07-10,2,22000,1100,1 out of 12,2,"Miyapur, NH 9",Hyderabad,2,Family,2
2022-04-28,2,18000,1000,Ground out of 2,2,"Uppal, NH 2 2",Hyderabad,2,Bachelors,2
2022-06-06,2,7000,1000,1 out of 2,1,"Hayathnagar, NH 9",Hyderabad,2,Bachelors/Family,3
2022-06-08,3,16500,1600,2 out of 5,1,Attapur,Hyderabad,2,Family,3
2022-05-24,3,13000,1550,1 out of 5,2,Bandlaguda Jagir,Hyderabad,1,Bachelors,3
2022-06-25,1,6000,600,Ground out of 4,1,Amberpet,Hyderabad,2,Bachelors/Family,1
2022-07-06,1,6000,500,1 out of 2,1,RTC Cross Road,Hyderabad,2,Bachelors/Family,1
2022-07-10,2,21000,1100,4 out of 5,2,"Himayath Nagar, NH 7",Hyderabad,2,Bachelors/Family,2
2022-05-07,3,10000,1000,2 out of 2,2,"Manikonda, Outer Ring Road",Hyderabad,2,Family,2
2022-05-09,2,12000,1000,2 out of 2,1,Kothapet,Hyderabad,2,Bachelors/Family,2
2022-07-02,3,30000,1800,5 out of 5,2,"Anand Nagar-Khairatabad, NH 7",Hyderabad,1,Bachelors/Family,3
2022-07-10,2,15000,1300,3 out of 5,2,Kondapur,Hyderabad,2,Bachelors/Family,2
2022-05-12,2,10000,1100,Ground out of 2,1,Kapra,Hyderabad,1,Bachelors/Family,2
2022-05-12,2,9000,950,2 out of 3,1,Chanda Nagar,Hyderabad,1,Bachelors/Family,2
2022-07-01,2,10000,1000,2 out of 3,2,Rock Town Colony,Hyderabad,2,Bachelors,2
2022-05-20,2,8000,1200,1 out of 3,1,"Hayathnagar, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-18,6,60000,2800,Ground out of 3,1,"Boduppal, NH 2 2",Hyderabad,2,Bachelors/Family,7
2022-06-29,2,8000,550,2 out of 4,1,Attapur,Hyderabad,1,Bachelors/Family,2
2022-06-10,2,8500,1000,2 out of 16,2,Medipally,Hyderabad,2,Bachelors/Family,2
2022-05-12,2,7500,800,2 out of 4,1,"Pragathi Nagar, Kukatpally",Hyderabad,2,Bachelors/Family,2
2022-06-18,2,5000,600,Ground out of 2,1,Meerpet,Hyderabad,1,Bachelors/Family,1
2022-07-02,3,30000,1800,5 out of 5,2,"Anand Nagar-Khairatabad, NH 7",Hyderabad,1,Family,3
2022-05-01,1,7500,500,1 out of 3,1,"Champapet, Koti",Hyderabad,2,Bachelors/Family,1
2022-06-12,2,12000,1000,2 out of 4,1,Ram nagar,Hyderabad,1,Bachelors/Family,2
2022-06-10,2,15500,1100,3 out of 4,1,"Kachiguda, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-04-29,3,26000,1450,4 out of 7,1,"Lingampally-Serilingampally, NH 2 2",Hyderabad,2,Family,2
2022-05-26,1,8000,550,2 out of 3,1,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,2,Bachelors/Family,1
2022-06-30,2,12000,933,2 out of 5,1,Kompally,Hyderabad,1,Bachelors,2
2022-07-02,3,15000,1100,1 out of 10,2,Prashanth Nagar,Hyderabad,2,Bachelors/Family,2
2022-06-18,2,10000,1030,3 out of 6,1,Dr A.S. Rao Nagar,Hyderabad,2,Family,2
2022-05-28,3,20000,1150,2 out of 4,2,"Pragathi Nagar, Moosapet",Hyderabad,2,Family,3
2022-06-10,2,12500,850,Ground out of 5,2,Prem nagar-Erragadda,Hyderabad,1,Bachelors,2
2022-06-02,2,18000,1000,2 out of 3,1,Kondapur,Hyderabad,1,Bachelors/Family,2
2022-06-21,3,21000,1400,3 out of 4,2,"LB Nagar, NH 9",Hyderabad,2,Family,3
2022-07-10,3,95000,2700,23 out of 30,2,Gachibowli,Hyderabad,2,Bachelors,3
2022-05-19,3,26000,1700,7 out of 14,2,"Hafeezpet, NH 9",Hyderabad,2,Family,3
2022-06-02,3,53000,1742,25 out of 35,1,Gachibowli,Hyderabad,2,Family,2
2022-06-14,2,13000,1000,3 out of 4,1,"Miyapur, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-29,2,12000,1440,1 out of 3,1,Attapur,Hyderabad,2,Bachelors/Family,2
2022-07-06,3,28000,1600,1 out of 6,1,Chanda Nagar,Hyderabad,2,Bachelors/Family,3
2022-07-06,3,57000,1838,4 out of 30,1,Gachibowli,Hyderabad,1,Bachelors,3
2022-05-24,2,10000,1200,2 out of 2,1,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,1,Bachelors,2
2022-05-06,3,21467,200,1 out of 1,1,"Uppal, NH 2 2",Hyderabad,1,Bachelors/Family,1
2022-05-23,1,32000,1050,2 out of 3,2,"Banjara Hills, NH 9",Hyderabad,2,Bachelors,1
2022-07-07,1,7000,400,4 out of 4,2,Humayun Nagar,Hyderabad,1,Bachelors/Family,1
2022-07-06,2,30000,1350,5 out of 14,1,Gachibowli,Hyderabad,2,Bachelors,2
2022-05-17,3,40000,1960,13 out of 25,1,"Nallagandla, Serilingampally",Hyderabad,1,Bachelors,3
2022-06-08,1,9000,800,1 out of 2,1,Nagole,Hyderabad,1,Bachelors/Family,1
2022-07-02,2,15000,1000,2 out of 5,1,Bachupally,Hyderabad,1,Bachelors,2
2022-06-29,2,18000,1100,1 out of 4,1,Begumpet,Hyderabad,1,Bachelors/Family,2
2022-05-29,3,25000,1480,2 out of 3,1,Nizam Colony,Hyderabad,2,Bachelors/Family,3
2022-06-22,1,8500,700,Ground out of 3,2,"Hafeezpet, NH 9",Hyderabad,1,Bachelors/Family,1
2022-06-13,3,20000,1500,5 out of 6,1,"Miyapur, NH 9",Hyderabad,2,Bachelors/Family,2
2022-06-25,2,12000,1000,5 out of 6,1,Upperpally,Hyderabad,2,Bachelors/Family,2
2022-06-11,2,12500,900,1 out of 3,1,Toli Chowki,Hyderabad,2,Bachelors/Family,2
2022-07-02,3,25000,1250,2 out of 8,1,"Red Hills, Lakdikapul, NH 7",Hyderabad,2,Bachelors/Family,2
2022-05-31,2,10000,1100,2 out of 2,1,"Chandanagar, NH 9",Hyderabad,1,Bachelors/Family,3
2022-05-12,3,18000,1300,3 out of 3,1,"Lakdikapul, NH 9",Hyderabad,2,Bachelors,2
2022-06-21,3,12000,1275,4 out of 5,2,"Rajendra Nagar, Outer Ring Road",Hyderabad,1,Bachelors/Family,2
2022-06-14,3,13000,1265,2 out of 5,1,"Pragathi Nagar, Kukatpally",Hyderabad,2,Bachelors/Family,3
2022-04-29,1,13000,700,1 out of 3,2,Panjagutta Colony,Hyderabad,1,Bachelors,1
2022-05-20,2,25000,1150,1 out of 5,1,Madhapur,Hyderabad,2,Bachelors/Family,2
2022-07-03,2,9000,850,Ground out of 2,2,"Srinivasa Colony, Secunderabad",Hyderabad,2,Family,2
2022-06-02,2,10000,1285,2 out of 4,1,"Malakpet, NH 9",Hyderabad,2,Bachelors/Family,2
2022-07-06,3,15000,2000,Ground out of 2,1,Thumukunta,Hyderabad,2,Bachelors/Family,3
2022-07-06,2,20000,1000,1 out of 1,1,"Bolarum, Medchal Road",Hyderabad,2,Bachelors/Family,3
2022-05-22,1,13500,700,4 out of 4,1,Gachibowli,Hyderabad,2,Bachelors/Family,1
2022-06-25,3,21000,1100,4 out of 10,1,"Rajendra Nagar, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
2022-07-06,2,10000,1000,1 out of 3,1,Toli Chowki,Hyderabad,2,Bachelors/Family,2
2022-06-18,2,10000,800,Ground out of 5,1,"Chintal, NH 7",Hyderabad,1,Bachelors/Family,2
2022-05-05,2,10000,1400,Ground out of 1,1,Ammenpur,Hyderabad,2,Bachelors/Family,2
2022-07-07,2,24000,1350,1 out of 5,2,Hitech City,Hyderabad,2,Bachelors/Family,2
2022-05-01,2,13000,1100,1 out of 4,1,"Hyder Nagar, NH 9",Hyderabad,2,Bachelors/Family,2
2022-06-29,2,8000,840,2 out of 3,1,"SV Nagar, Secunderabad",Hyderabad,1,Bachelors/Family,2
2022-06-18,2,55000,1325,6 out of 8,1,Gachibowli,Hyderabad,2,Bachelors/Family,2
2022-07-02,5,50000,3500,2 out of 3,2,"Ramanthapur, NH 2 2",Hyderabad,1,Bachelors/Family,6
2022-05-10,3,32000,1250,5 out of 6,2,"Chanda Naik Nagar, Madhapur",Hyderabad,2,Bachelors/Family,3
2022-06-06,3,22000,1500,3 out of 6,1,Petbasheerabad,Hyderabad,2,Bachelors/Family,3
2022-06-03,2,8500,1050,1 out of 2,2,Hydershakote,Hyderabad,1,Bachelors/Family,2
2022-05-09,3,12000,1200,2 out of 3,1,Toli Chowki,Hyderabad,2,Bachelors/Family,2
2022-05-31,3,15000,1500,4 out of 5,2,KBR Laxmi Residency,Hyderabad,2,Bachelors/Family,3
2022-06-06,1,3000,100,1 out of 2,1,New Nallakunta,Hyderabad,2,Bachelors/Family,1
2022-06-02,3,52000,1742,23 out of 35,1,Gachibowli,Hyderabad,2,Family,3
2022-07-08,2,9500,650,3 out of 4,2,in Kushaiguda,Hyderabad,1,Bachelors/Family,2
2022-07-06,3,46000,2235,Ground out of 10,2,Gachibowli,Hyderabad,1,Family,5
2022-07-08,2,12000,1000,1 out of 3,1,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,2,Bachelors/Family,2
2022-05-20,2,8000,175,1 out of 3,1,"Old Malakpet, NH 9",Hyderabad,2,Bachelors/Family,2
2022-07-06,2,9000,160,Ground out of 2,1,Nagaram,Hyderabad,1,Bachelors/Family,2
2022-05-20,2,10000,1200,2 out of 3,1,"Jillelguda, Medbowli",Hyderabad,2,Bachelors/Family,2
2022-05-26,2,39000,1283,5 out of 34,1,Gachibowli,Hyderabad,1,Bachelors,2
2022-05-22,1,9000,600,1 out of 3,1,"Domalguda, Himayath Nagar, NH 7",Hyderabad,2,Bachelors/Family,1
2022-07-10,4,120000,3455,12 out of 17,1,Madhapur,Hyderabad,2,Family,4
2022-06-29,3,25000,1500,1 out of 2,2,"Ayodhya Nagar, Quthbullapur",Hyderabad,2,Family,3
2022-07-06,1,14000,540,1 out of 5,2,Kondapur,Hyderabad,1,Bachelors,1
2022-06-30,1,6000,500,2 out of 2,1,"Lalaguda, Secunderabad",Hyderabad,1,Bachelors/Family,1
2022-06-14,2,15000,1100,1 out of 4,1,"Dilsukh Nagar, NH 9",Hyderabad,1,Bachelors/Family,2
2022-05-24,2,8000,1350,1 out of 2,2,"Boduppal, NH 2 2",Hyderabad,1,Bachelors,2
2022-05-06,1,6000,400,2 out of 2,1,Shamshabad,Hyderabad,1,Bachelors/Family,1
2022-07-08,2,10000,120,Ground out of 2,1,"Vanasthalipuram, NH 9",Hyderabad,2,Bachelors/Family,2
2022-05-12,3,35000,3050,Ground out of 2,1,Sainikpuri,Hyderabad,2,Bachelors/Family,3
2022-05-12,2,16000,400,Ground out of 2,1,Old Bowenpally,Hyderabad,1,Bachelors/Family,3
2022-07-02,2,14000,800,1 out of 4,1,Dr A.S. Rao Nagar,Hyderabad,2,Bachelors/Family,2
2022-07-02,2,10000,90,Ground out of 3,1,Amberpet,Hyderabad,1,Bachelors/Family,1
2022-05-25,1,7000,500,1 out of 4,1,Chanda Nagar,Hyderabad,1,Bachelors/Family,1
2022-05-16,2,8000,1150,1 out of 4,1,Kistareddypet,Hyderabad,1,Bachelors/Family,2
2022-04-30,3,22000,1700,2 out of 3,1,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,2,Bachelors/Family,2
2022-06-02,2,12000,1000,3 out of 5,1,Nadeem Colony,Hyderabad,1,Bachelors/Family,2
2022-07-06,3,10000,1100,1 out of 4,2,"Manikonda, Outer Ring Road",Hyderabad,2,Bachelors/Family,1
2022-06-28,3,15000,1360,6 out of 8,1,Badesahebguda,Hyderabad,2,Bachelors/Family,3
2022-06-29,1,6500,400,1 out of 2,1,"Kukatpally, NH 9",Hyderabad,1,Bachelors/Family,1
2022-05-02,2,25000,1150,1 out of 4,1,"Banjara Hills, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-25,2,12000,700,1 out of 5,1,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,2,Bachelors/Family,2
2022-05-21,1,9000,100,Upper Basement out of 4,2,"Hafeezpet, NH 9",Hyderabad,1,Bachelors/Family,1
2022-07-05,2,7000,800,Ground out of 1,2,"Boduppal, NH 2 2",Hyderabad,1,Bachelors,2
2022-07-02,2,20000,500,1 out of 5,1,East Nehru Nagar,Hyderabad,2,Bachelors/Family,2
2022-05-16,2,9000,900,1 out of 3,1,"Ramanthapur, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-06-25,3,30000,1500,3 out of 4,2,"Somajiguda, NH 9",Hyderabad,2,Bachelors/Family,2
2022-06-05,3,15500,1600,1 out of 4,1,Madhura Nagar,Hyderabad,2,Family,3
2022-05-27,2,10500,1300,1 out of 3,1,"LB Nagar, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-15,3,16000,1305,2 out of 5,1,Bowenpally,Hyderabad,2,Bachelors/Family,2
2022-05-12,1,6000,400,1 out of 2,1,Meerpet,Hyderabad,1,Bachelors/Family,1
2022-05-12,2,15000,600,1 out of 2,1,"Khaja Guda, Outer Ring Road",Hyderabad,2,Bachelors/Family,2
2022-06-15,2,21000,1130,3 out of 5,1,"Hyder Nagar, NH 9",Hyderabad,1,Bachelors,2
2022-07-06,4,400000,7000,Lower Basement out of 2,2,Jubilee Hills,Hyderabad,2,Bachelors/Family,6
2022-07-05,1,9000,890,4 out of 5,2,Ameenpur,Hyderabad,2,Bachelors,1
2022-06-14,3,30000,1606,9 out of 19,1,Peeramcheru,Hyderabad,2,Bachelors/Family,3
2022-05-12,1,6500,650,Ground out of 3,1,"Quthbullapur, NH 7",Hyderabad,1,Bachelors/Family,1
2022-06-28,2,6000,600,3 out of 4,1,"Vanasthalipuram, NH 9",Hyderabad,1,Bachelors/Family,1
2022-07-06,2,45000,1350,20 out of 35,2,Gachibowli,Hyderabad,2,Bachelors,2
2022-06-28,2,15000,1050,1 out of 4,1,"Venkata Ramana Colony, Nagole",Hyderabad,1,Bachelors/Family,2
2022-06-22,2,16000,1600,1 out of 2,1,Old Alwal,Hyderabad,1,Bachelors/Family,3
2022-05-12,3,22000,1840,3 out of 6,1,"Miyapur, NH 9",Hyderabad,2,Bachelors/Family,3
2022-05-12,2,12000,1100,5 out of 6,1,Serilingampally,Hyderabad,1,Bachelors/Family,2
2022-05-12,2,13000,800,2 out of 3,1,Qutub Shahi Tombs,Hyderabad,2,Bachelors/Family,2
2022-05-12,2,10000,800,Ground out of 3,1,Sainikpuri,Hyderabad,1,Bachelors/Family,2
2022-05-20,2,15000,1100,1 out of 5,1,"Boduppal, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-05-12,3,15000,2000,Ground out of 1,1,"Bongloor, Outer Ring Road",Hyderabad,2,Bachelors/Family,3
2022-05-12,1,9000,750,2 out of 5,1,Balanagar,Hyderabad,1,Bachelors/Family,1
2022-05-12,3,20000,1650,3 out of 5,1,"Pocharam, NH 2 2",Hyderabad,2,Bachelors/Family,2
2022-06-01,2,6500,600,2 out of 2,1,"Vanasthalipuram, NH 9",Hyderabad,1,Bachelors/Family,2
2022-06-21,3,45000,2352,1 out of 5,2,Gachibowli,Hyderabad,2,Family,4
2022-07-05,3,42000,2671,2 out of 14,2,Whitefields,Hyderabad,2,Family,3
2022-05-20,2,12000,550,1 out of 4,1,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,1,Bachelors/Family,2
2022-05-12,3,24000,1700,1 out of 5,1,"Manikonda, Outer Ring Road",Hyderabad,2,Bachelors/Family,4
2022-05-12,2,16000,1050,2 out of 2,2,Suchitra Circle,Hyderabad,2,Bachelors/Family,2
2022-07-07,6,20000,2400,Ground out of 1,1,"Mallikarjuna Nagar, Secunderabad",Hyderabad,1,Family,4
2022-07-02,2,15000,800,1 out of 2,1,Vijaya Puri Colony,Hyderabad,2,Bachelors/Family,2
2022-05-16,2,15000,1000,2 out of 3,1,"Koti, NH 9",Hyderabad,2,Bachelors/Family,2
2022-05-12,2,8000,1100,2 out of 3,1,"Uppal, NH 2 2",Hyderabad,1,Bachelors/Family,2
2022-05-12,1,6500,160,Ground out of 1,1,"Hafeezpet, NH 9",Hyderabad,1,Bachelors/Family,1
2022-06-09,2,22000,1230,5 out of 5,1,"Narsingi, Outer Ring Road",Hyderabad,2,Family,2
